id,countingBall,nonCountingBall,score,bowlerId,facingBatsmanId,boundary,overHistoryId
1,1,1,1,5591,1220,FALSE,84666
2,2,2,.,5591,1601,FALSE,84666
3,3,3,.,5591,1601,FALSE,84666
4,4,4,1Wd,5591,1601,FALSE,84666
5,4,5,.,5591,1601,FALSE,84666
6,5,6,.,5591,1601,FALSE,84666
7,6,7,.,5591,1601,FALSE,84666
8,1,1,.,5590,1220,FALSE,84667
9,2,2,.,5590,1220,FALSE,84667
10,3,3,.,5590,1220,FALSE,84667
11,4,4,.,5590,1220,FALSE,84667
12,5,5,.,5590,1220,FALSE,84667
13,6,6,.,5590,1220,FALSE,84667
14,1,1,1,5591,1601,FALSE,84668
15,2,2,.,5591,1220,FALSE,84668
16,3,3,1Lb,5591,1220,FALSE,84668
17,4,4,.,5591,1601,FALSE,84668
18,5,5,.,5591,1601,FALSE,84668
19,6,6,.,5591,1601,FALSE,84668
20,1,1,2,5590,1220,FALSE,84669
21,2,2,.,5590,1220,FALSE,84669
22,3,3,2,5590,1220,FALSE,84669
23,4,4,4,5590,1220,TRUE,84669
24,5,5,1,5590,1220,FALSE,84669
25,6,6,.,5590,1601,FALSE,84669
26,1,1,.,5591,1220,FALSE,84670
27,2,2,.,5591,1220,FALSE,84670
28,3,3,.,5591,1220,FALSE,84670
29,4,4,.,5591,1220,FALSE,84670
30,5,5,1Wd,5591,1220,FALSE,84670
31,5,6,.,5591,1220,FALSE,84670
32,6,7,2,5591,1220,FALSE,84670
33,1,1,.,5590,1601,FALSE,84671
34,2,2,.,5590,1601,FALSE,84671
35,3,3,1,5590,1601,FALSE,84671
36,4,4,.,5590,1220,FALSE,84671
37,5,5,.,5590,1220,FALSE,84671
38,6,6,4,5590,1220,TRUE,84671
39,1,1,.,5591,1601,FALSE,84672
40,2,2,3,5591,1601,FALSE,84672
41,3,3,.,5591,1220,FALSE,84672
42,4,4,.,5591,1220,FALSE,84672
43,5,5,W,5591,1220,FALSE,84672
44,6,6,3,5591,3002,FALSE,84672
45,1,1,.,5590,3002,FALSE,84673
46,2,2,.,5590,3002,FALSE,84673
47,3,3,3,5590,3002,FALSE,84673
48,4,4,.,5590,1601,FALSE,84673
49,5,5,.,5590,1601,FALSE,84673
50,6,6,.,5590,1601,FALSE,84673
51,1,1,.,5591,3002,FALSE,84674
52,2,2,.,5591,3002,FALSE,84674
53,3,3,.,5591,3002,FALSE,84674
54,4,4,1,5591,3002,FALSE,84674
55,5,5,2,5591,1601,FALSE,84674
56,6,6,.,5591,1601,FALSE,84674
57,1,1,.,5590,3002,FALSE,84675
58,2,2,1,5590,3002,FALSE,84675
59,3,3,4,5590,1601,TRUE,84675
60,4,4,.,5590,1601,FALSE,84675
61,5,5,1,5590,1601,FALSE,84675
62,6,6,2,5590,3002,FALSE,84675
63,1,1,1,3893,1601,FALSE,84676
64,2,2,1,3893,3002,FALSE,84676
65,3,3,1,3893,1601,FALSE,84676
66,4,4,.,3893,3002,FALSE,84676
67,5,5,6,3893,3002,TRUE,84676
68,6,6,.,3893,3002,FALSE,84676
69,1,1,1,2831,1601,FALSE,84677
70,2,2,2,2831,3002,FALSE,84677
71,3,3,.,2831,3002,FALSE,84677
72,4,4,1,2831,3002,FALSE,84677
73,5,5,.,2831,1601,FALSE,84677
74,6,6,.,2831,1601,FALSE,84677
75,1,1,1,3893,3002,FALSE,84678
76,2,2,1,3893,1601,FALSE,84678
77,3,3,1,3893,3002,FALSE,84678
78,4,4,2,3893,1601,FALSE,84678
79,5,5,1,3893,1601,FALSE,84678
80,6,6,.,3893,3002,FALSE,84678
81,1,1,.,2831,1601,FALSE,84679
82,2,2,4,2831,1601,TRUE,84679
83,3,3,.,2831,1601,FALSE,84679
84,4,4,.,2831,1601,FALSE,84679
85,5,5,3,2831,1601,FALSE,84679
86,6,6,.,2831,3002,FALSE,84679
87,1,1,.,3893,1601,FALSE,84680
88,2,2,2,3893,1601,FALSE,84680
89,3,3,.,3893,1601,FALSE,84680
90,4,4,1,3893,1601,FALSE,84680
91,5,5,2,3893,3002,FALSE,84680
92,6,6,1,3893,3002,FALSE,84680
93,1,1,2,2831,3002,FALSE,84681
94,2,2,1,2831,3002,FALSE,84681
95,3,3,.,2831,1601,FALSE,84681
96,4,4,W,2831,1601,FALSE,84681
97,5,5,.,2831,1231,FALSE,84681
98,6,6,.,2831,1231,FALSE,84681
99,1,1,.,2828,3002,FALSE,84682
100,2,2,1,2828,3002,FALSE,84682
101,3,3,1,2828,1231,FALSE,84682
102,4,4,.,2828,3002,FALSE,84682
103,5,5,1,2828,3002,FALSE,84682
104,6,6,.,2828,1231,FALSE,84682
105,1,1,1,2831,3002,FALSE,84683
106,2,2,.,2831,1231,FALSE,84683
107,3,3,1,2831,1231,FALSE,84683
108,4,4,1Wd,2831,3002,FALSE,84683
109,4,5,1,2831,3002,FALSE,84683
110,5,6,.,2831,1231,FALSE,84683
111,6,7,1,2831,1231,FALSE,84683
112,1,1,.,2828,1231,FALSE,84684
113,2,2,.,2828,1231,FALSE,84684
114,3,3,.,2828,1231,FALSE,84684
115,4,4,.,2828,1231,FALSE,84684
116,5,5,2,2828,1231,FALSE,84684
117,6,6,1,2828,1231,FALSE,84684
118,1,1,.,2831,1231,FALSE,84685
119,2,2,.,2831,1231,FALSE,84685
120,3,3,4,2831,1231,TRUE,84685
121,4,4,.,2831,1231,FALSE,84685
122,5,5,1,2831,1231,FALSE,84685
123,6,6,.,2831,3002,FALSE,84685
124,1,1,4,2828,1231,TRUE,84686
125,2,2,1,2828,1231,FALSE,84686
126,3,3,2,2828,3002,FALSE,84686
127,4,4,1,2828,3002,FALSE,84686
128,5,5,4,2828,1231,TRUE,84686
129,6,6,.,2828,1231,FALSE,84686
130,1,1,6,2837,3002,TRUE,84687
131,2,2,.,2837,3002,FALSE,84687
132,3,3,.,2837,3002,FALSE,84687
133,4,4,1Wd,2837,3002,FALSE,84687
134,4,5,.,2837,3002,FALSE,84687
135,5,6,.,2837,3002,FALSE,84687
136,6,7,1,2837,3002,FALSE,84687
137,1,1,.,3893,3002,FALSE,84688
138,2,2,.,3893,3002,FALSE,84688
139,3,3,2,3893,3002,FALSE,84688
140,4,4,1,3893,3002,FALSE,84688
141,5,5,.,3893,1231,FALSE,84688
142,6,6,4,3893,1231,TRUE,84688
143,1,1,2,2828,3002,FALSE,84689
144,2,2,4,2828,3002,TRUE,84689
145,3,3,W,2828,3002,FALSE,84689
146,4,4,.,2828,17105,FALSE,84689
147,5,5,.,2828,17105,FALSE,84689
148,6,6,1,2828,17105,FALSE,84689
149,1,1,W,2837,17105,FALSE,84690
150,2,2,1,2837,2842,FALSE,84690
151,3,3,1,2837,1231,FALSE,84690
152,4,4,1,2837,2842,FALSE,84690
153,5,5,.,2837,1231,FALSE,84690
154,6,6,4,2837,1231,TRUE,84690
155,1,1,1,2828,2842,FALSE,84691
156,2,2,1,2828,1231,FALSE,84691
157,3,3,.,2828,2842,FALSE,84691
158,4,4,.,2828,2842,FALSE,84691
159,5,5,.,2828,2842,FALSE,84691
160,6,6,1,2828,2842,FALSE,84691
161,1,1,.,2837,2842,FALSE,84692
162,2,2,.,2837,2842,FALSE,84692
163,3,3,.,2837,2842,FALSE,84692
164,4,4,.,2837,2842,FALSE,84692
165,5,5,.,2837,2842,FALSE,84692
166,6,6,.,2837,2842,FALSE,84692
167,1,1,1,2828,1231,FALSE,84693
168,2,2,W,2828,2842,FALSE,84693
169,3,3,.,2828,1227,FALSE,84693
170,4,4,6,2828,1227,TRUE,84693
171,5,5,1,2828,1227,FALSE,84693
172,6,6,.,2828,1231,FALSE,84693
173,1,1,.,2837,1227,FALSE,84694
174,2,2,1,2837,1227,FALSE,84694
175,3,3,1,2837,1231,FALSE,84694
176,4,4,1,2837,1227,FALSE,84694
177,5,5,.,2837,1231,FALSE,84694
178,6,6,.,2837,1231,FALSE,84694
179,1,1,.,2828,1227,FALSE,84695
180,2,2,1,2828,1227,FALSE,84695
181,3,3,.,2828,1231,FALSE,84695
182,4,4,.,2828,1231,FALSE,84695
183,5,5,2,2828,1231,FALSE,84695
184,6,6,1,2828,1231,FALSE,84695
185,1,1,.,2837,1231,FALSE,84696
186,2,2,.,2837,1231,FALSE,84696
187,3,3,.,2837,1231,FALSE,84696
188,4,4,1,2837,1231,FALSE,84696
189,5,5,.,2837,1227,FALSE,84696
190,6,6,.,2837,1227,FALSE,84696
191,1,1,.,8539,1231,FALSE,84697
192,2,2,1,8539,1231,FALSE,84697
193,3,3,.,8539,1227,FALSE,84697
194,4,4,.,8539,1227,FALSE,84697
195,5,5,1,8539,1227,FALSE,84697
196,6,6,W,8539,1231,FALSE,84697
197,1,1,.,2837,1227,FALSE,84698
198,2,2,.,2837,1227,FALSE,84698
199,3,3,2,2837,1227,FALSE,84698
200,4,4,.,2837,1227,FALSE,84698
201,5,5,.,2837,1227,FALSE,84698
202,6,6,1,2837,1227,FALSE,84698
203,1,1,.,8539,1227,FALSE,84699
204,2,2,1,8539,1227,FALSE,84699
205,3,3,.,8539,2854,FALSE,84699
206,4,4,2,8539,2854,FALSE,84699
207,5,5,1,8539,2854,FALSE,84699
208,6,6,.,8539,1227,FALSE,84699
209,1,1,.,2837,2854,FALSE,84700
210,2,2,W,2837,2854,FALSE,84700
211,3,3,W,2837,17106,FALSE,84700
212,4,4,2,2837,21107,FALSE,84700
213,5,5,1,2837,21107,FALSE,84700
214,6,6,.,2837,1227,FALSE,84700
215,1,1,.,8539,21107,FALSE,84701
216,2,2,.,8539,21107,FALSE,84701
217,3,3,.,8539,21107,FALSE,84701
218,4,4,.,8539,21107,FALSE,84701
219,5,5,1,8539,21107,FALSE,84701
220,6,6,.,8539,1227,FALSE,84701
221,1,1,.,2837,21107,FALSE,84702
222,2,2,.,2837,21107,FALSE,84702
223,3,3,.,2837,21107,FALSE,84702
224,4,4,.,2837,21107,FALSE,84702
225,5,5,1,2837,21107,FALSE,84702
226,6,6,.,2837,1227,FALSE,84702
227,1,1,.,8539,21107,FALSE,84703
228,2,2,4,8539,21107,TRUE,84703
229,3,3,.,8539,21107,FALSE,84703
230,4,4,.,8539,21107,FALSE,84703
231,5,5,1,8539,21107,FALSE,84703
232,6,6,.,8539,1227,FALSE,84703
233,1,1,1,2837,21107,FALSE,84704
234,2,2,.,2837,1227,FALSE,84704
235,3,3,1,2837,1227,FALSE,84704
236,4,4,.,2837,21107,FALSE,84704
237,5,5,.,2837,21107,FALSE,84704
238,6,6,2,2837,21107,FALSE,84704
239,1,1,1,5591,1227,FALSE,84705
240,2,2,1,5591,21107,FALSE,84705
241,3,3,.,5591,1227,FALSE,84705
242,4,4,2,5591,1227,FALSE,84705
243,5,5,1Wd,5591,1227,FALSE,84705
244,5,6,.,5591,1227,FALSE,84705
245,6,7,.,5591,1227,FALSE,84705
246,1,1,.,2837,21107,FALSE,84706
247,2,2,.,2837,21107,FALSE,84706
248,3,3,.,2837,21107,FALSE,84706
249,4,4,.,2837,21107,FALSE,84706
250,5,5,.,2837,21107,FALSE,84706
251,6,6,.,2837,21107,FALSE,84706
252,1,1,1,8539,1227,FALSE,84707
253,2,2,.,8539,21107,FALSE,84707
254,3,3,.,8539,21107,FALSE,84707
255,4,4,1,8539,21107,FALSE,84707
256,5,5,1,8539,1227,FALSE,84707
257,6,6,.,8539,21107,FALSE,84707
258,1,1,.,5591,1227,FALSE,84708
259,2,2,.,5591,1227,FALSE,84708
260,3,3,1,5591,1227,FALSE,84708
261,4,4,.,5591,21107,FALSE,84708
262,5,5,.,5591,21107,FALSE,84708
263,6,6,1,5591,21107,FALSE,84708
264,1,1,1,2828,21107,FALSE,84709
265,2,2,.,2828,1227,FALSE,84709
266,3,3,1,2828,1227,FALSE,84709
267,4,4,2,2828,21107,FALSE,84709
268,5,5,.,2828,21107,FALSE,84709
269,6,6,1,2828,21107,FALSE,84709
270,1,1,1,5591,21107,FALSE,84710
271,2,2,1,5591,1227,FALSE,84710
272,3,3,.,5591,21107,FALSE,84710
273,4,4,.,5591,21107,FALSE,84710
274,5,5,.,5591,21107,FALSE,84710
275,6,6,.,5591,21107,FALSE,84710
276,1,1,.,8539,1227,FALSE,84711
277,2,2,6,8539,1227,TRUE,84711
278,3,3,1,8539,1227,FALSE,84711
279,4,4,1,8539,21107,FALSE,84711
280,5,5,.,8539,1227,FALSE,84711
281,6,6,.,8539,1227,FALSE,84711
282,1,1,W,2831,21107,FALSE,84712
283,2,2,.,2831,1225,FALSE,84712
284,3,3,.,2831,1225,FALSE,84712
285,4,4,.,2831,1225,FALSE,84712
286,5,5,1,2831,1225,FALSE,84712
287,6,6,1,2831,1227,FALSE,84712
288,1,1,1,5591,1227,FALSE,84713
289,2,2,.,5591,1225,FALSE,84713
290,3,3,1,5591,1225,FALSE,84713
291,4,4,1,5591,1227,FALSE,84713
292,5,5,.,5591,1225,FALSE,84713
293,6,6,.,5591,1225,FALSE,84713
294,1,1,.,2831,1227,FALSE,84714
295,2,2,6,2831,1227,TRUE,84714
296,3,3,.,2831,1227,FALSE,84714
297,4,4,2,2831,1227,FALSE,84714
298,5,5,.,2831,1227,FALSE,84714
299,6,6,6,2831,1227,TRUE,84714
300,1,1,1,5591,1225,FALSE,84715
301,2,2,.,5591,1227,FALSE,84715
302,3,3,.,5591,1227,FALSE,84715
303,4,4,4,5591,1227,TRUE,84715
304,5,5,4,5591,1227,TRUE,84715
305,6,6,W,5591,1227,FALSE,84715
306,1,1,.,21107,21114,FALSE,84716
307,2,2,.,21107,21114,FALSE,84716
308,3,3,1,21107,21114,FALSE,84716
309,4,4,4,21107,2827,TRUE,84716
310,5,5,.,21107,2827,FALSE,84716
311,6,6,.,21107,2827,FALSE,84716
312,1,1,.,2854,21114,FALSE,84717
313,2,2,.,2854,21114,FALSE,84717
314,3,3,.,2854,21114,FALSE,84717
315,4,4,4,2854,21114,TRUE,84717
316,5,5,1,2854,21114,FALSE,84717
317,6,6,.,2854,2827,FALSE,84717
318,1,1,.,21107,21114,FALSE,84718
319,2,2,3,21107,21114,FALSE,84718
320,3,3,.,21107,2827,FALSE,84718
321,4,4,.,21107,2827,FALSE,84718
322,5,5,1,21107,2827,FALSE,84718
323,6,6,1,21107,21114,FALSE,84718
324,1,1,.,2854,21114,FALSE,84719
325,2,2,4,2854,21114,TRUE,84719
326,3,3,1Lb,2854,21114,FALSE,84719
327,4,4,1,2854,2827,FALSE,84719
328,5,5,.,2854,21114,FALSE,84719
329,6,6,.,2854,21114,FALSE,84719
330,1,1,.,21107,2827,FALSE,84720
331,2,2,.,21107,2827,FALSE,84720
332,3,3,.,21107,2827,FALSE,84720
333,4,4,.,21107,2827,FALSE,84720
334,5,5,.,21107,2827,FALSE,84720
335,6,6,.,21107,2827,FALSE,84720
336,1,1,.,2854,21114,FALSE,84721
337,2,2,1Lb,2854,21114,FALSE,84721
338,3,3,.,2854,2827,FALSE,84721
339,4,4,W,2854,2827,FALSE,84721
340,5,5,.,2854,3893,FALSE,84721
341,6,6,.,2854,3893,FALSE,84721
342,1,1,1Wd,21107,21114,FALSE,84722
343,1,2,4,21107,21114,TRUE,84722
344,2,3,1,21107,21114,FALSE,84722
345,3,4,.,21107,3893,FALSE,84722
346,4,5,.,21107,3893,FALSE,84722
347,5,6,.,21107,3893,FALSE,84722
348,6,7,4,21107,3893,TRUE,84722
349,1,1,.,2854,21114,FALSE,84723
350,2,2,.,2854,21114,FALSE,84723
351,3,3,.,2854,21114,FALSE,84723
352,4,4,1Wd,2854,21114,FALSE,84723
353,4,5,.,2854,21114,FALSE,84723
354,5,6,.,2854,21114,FALSE,84723
355,6,7,.,2854,21114,FALSE,84723
356,1,1,.,1227,3893,FALSE,84724
357,2,2,.,1227,3893,FALSE,84724
358,3,3,.,1227,3893,FALSE,84724
359,4,4,1,1227,3893,FALSE,84724
360,5,5,.,1227,21114,FALSE,84724
361,6,6,1,1227,21114,FALSE,84724
362,1,1,4Lb,2854,21114,FALSE,84725
363,2,2,.,2854,21114,FALSE,84725
364,3,3,1,2854,21114,FALSE,84725
365,4,4,4,2854,3893,TRUE,84725
366,5,5,2,2854,3893,FALSE,84725
367,6,6,.,2854,3893,FALSE,84725
368,1,1,.,1225,21114,FALSE,84726
369,2,2,.,1225,21114,FALSE,84726
370,3,3,.,1225,21114,FALSE,84726
371,4,4,.,1225,21114,FALSE,84726
372,5,5,W,1225,21114,FALSE,84726
373,6,6,.,1225,8539,FALSE,84726
374,1,1,.,1227,3893,FALSE,84727
375,2,2,.,1227,3893,FALSE,84727
376,3,3,.,1227,3893,FALSE,84727
377,4,4,4,1227,3893,TRUE,84727
378,5,5,2,1227,3893,FALSE,84727
379,6,6,.,1227,3893,FALSE,84727
380,1,1,1,1225,8539,FALSE,84728
381,2,2,.,1225,3893,FALSE,84728
382,3,3,.,1225,3893,FALSE,84728
383,4,4,.,1225,3893,FALSE,84728
384,5,5,.,1225,3893,FALSE,84728
385,6,6,.,1225,3893,FALSE,84728
386,1,1,1,1227,8539,FALSE,84729
387,2,2,.,1227,3893,FALSE,84729
388,3,3,1,1227,3893,FALSE,84729
389,4,4,.,1227,8539,FALSE,84729
390,5,5,.,1227,8539,FALSE,84729
391,6,6,.,1227,8539,FALSE,84729
392,1,1,4,1225,3893,TRUE,84730
393,2,2,.,1225,3893,FALSE,84730
394,3,3,1,1225,3893,FALSE,84730
395,4,4,.,1225,8539,FALSE,84730
396,5,5,.,1225,8539,FALSE,84730
397,6,6,1,1225,8539,FALSE,84730
398,1,1,.,1227,8539,FALSE,84731
399,2,2,.,1227,8539,FALSE,84731
400,3,3,.,1227,8539,FALSE,84731
401,4,4,.,1227,8539,FALSE,84731
402,5,5,4,1227,8539,TRUE,84731
403,6,6,.,1227,8539,FALSE,84731
404,1,1,.,1225,3893,FALSE,84732
405,2,2,1,1225,3893,FALSE,84732
406,3,3,1,1225,8539,FALSE,84732
407,4,4,.,1225,3893,FALSE,84732
408,5,5,.,1225,3893,FALSE,84732
409,6,6,1,1225,3893,FALSE,84732
410,1,1,W,1227,3893,FALSE,84733
411,2,2,.,1227,2831,FALSE,84733
412,3,3,W,1227,2831,FALSE,84733
413,4,4,.,1227,2837,FALSE,84733
414,5,5,.,1227,2837,FALSE,84733
415,6,6,.,1227,2837,FALSE,84733
416,1,1,.,17106,8539,FALSE,84734
417,2,2,.,17106,8539,FALSE,84734
418,3,3,1,17106,8539,FALSE,84734
419,4,4,1,17106,2837,FALSE,84734
420,5,5,W,17106,8539,FALSE,84734
421,6,6,.,17106,22096,FALSE,84734
422,1,1,.,21107,2837,FALSE,84735
423,2,2,4,21107,2837,TRUE,84735
424,3,3,1,21107,2837,FALSE,84735
425,4,4,.,21107,22096,FALSE,84735
426,5,5,.,21107,22096,FALSE,84735
427,6,6,.,21107,22096,FALSE,84735
428,1,1,1,17106,2837,FALSE,84736
429,2,2,2,17106,22096,FALSE,84736
430,3,3,.,17106,22096,FALSE,84736
431,4,4,.,17106,22096,FALSE,84736
432,5,5,.,17106,22096,FALSE,84736
433,6,6,.,17106,22096,FALSE,84736
434,1,1,1,21107,2837,FALSE,84737
435,2,2,1,21107,22096,FALSE,84737
436,3,3,.,21107,2837,FALSE,84737
437,4,4,4,21107,2837,TRUE,84737
438,5,5,.,21107,2837,FALSE,84737
439,6,6,.,21107,2837,FALSE,84737
440,1,1,1,1225,22096,FALSE,84738
441,2,2,1,1225,2837,FALSE,84738
442,3,3,.,1225,22096,FALSE,84738
443,4,4,1Lb,1225,22096,FALSE,84738
444,5,5,1,1225,2837,FALSE,84738
445,6,6,.,1225,22096,FALSE,84738
446,1,1,.,1227,2837,FALSE,84739
447,2,2,.,1227,2837,FALSE,84739
448,3,3,.,1227,2837,FALSE,84739
449,4,4,.,1227,2837,FALSE,84739
450,5,5,1,1227,2837,FALSE,84739
451,6,6,1,1227,22096,FALSE,84739
452,1,1,.,1225,22096,FALSE,84740
453,2,2,1,1225,22096,FALSE,84740
454,3,3,1,1225,2837,FALSE,84740
455,4,4,.,1225,22096,FALSE,84740
456,5,5,1,1225,22096,FALSE,84740
457,6,6,.,1225,2837,FALSE,84740
458,1,1,1Wd,2854,22096,FALSE,84741
459,1,2,.,2854,22096,FALSE,84741
460,2,3,.,2854,22096,FALSE,84741
461,3,4,1,2854,22096,FALSE,84741
462,4,5,1,2854,2837,FALSE,84741
463,5,6,.,2854,22096,FALSE,84741
464,6,7,1Wd,2854,22096,FALSE,84741
465,6,8,.,2854,22096,FALSE,84741
466,1,1,.,17106,2837,FALSE,84742
467,2,2,1Wd,17106,2837,FALSE,84742
468,2,3,2,17106,2837,FALSE,84742
469,3,4,.,17106,2837,FALSE,84742
470,4,5,.,17106,2837,FALSE,84742
471,5,6,1,17106,2837,FALSE,84742
472,6,7,.,17106,22096,FALSE,84742
473,1,1,1,2854,2837,FALSE,84743
474,2,2,1,2854,22096,FALSE,84743
475,3,3,.,2854,2837,FALSE,84743
476,4,4,.,2854,2837,FALSE,84743
477,5,5,.,2854,2837,FALSE,84743
478,6,6,.,2854,2837,FALSE,84743
479,1,1,1,17106,22096,FALSE,84744
480,2,2,.,17106,2837,FALSE,84744
481,3,3,.,17106,2837,FALSE,84744
482,4,4,.,17106,2837,FALSE,84744
483,5,5,1,17106,2837,FALSE,84744
484,6,6,.,17106,22096,FALSE,84744
485,1,1,.,3002,2837,FALSE,84745
486,2,2,2,3002,2837,FALSE,84745
487,3,3,2,3002,2837,FALSE,84745
488,4,4,.,3002,2837,FALSE,84745
489,5,5,.,3002,2837,FALSE,84745
490,6,6,.,3002,2837,FALSE,84745
491,1,1,4,17106,22096,TRUE,84746
492,2,2,.,17106,22096,FALSE,84746
493,3,3,.,17106,22096,FALSE,84746
494,4,4,.,17106,22096,FALSE,84746
495,5,5,.,17106,22096,FALSE,84746
496,6,6,1,17106,22096,FALSE,84746
497,1,1,1,3002,22096,FALSE,84747
498,2,2,1Wd,3002,2837,FALSE,84747
499,2,3,.,3002,2837,FALSE,84747
500,3,4,1,3002,2837,FALSE,84747
501,4,5,.,3002,22096,FALSE,84747
502,5,6,1,3002,22096,FALSE,84747
503,6,7,1,3002,2837,FALSE,84747
504,1,1,.,1225,2837,FALSE,84748
505,2,2,.,1225,2837,FALSE,84748
506,3,3,.,1225,2837,FALSE,84748
507,4,4,1,1225,2837,FALSE,84748
508,5,5,6,1225,22096,TRUE,84748
509,6,6,1,1225,22096,FALSE,84748
510,1,1,.,17105,22096,FALSE,84749
511,2,2,.,17105,22096,FALSE,84749
512,3,3,1,17105,22096,FALSE,84749
513,4,4,.,17105,2837,FALSE,84749
514,5,5,.,17105,2837,FALSE,84749
515,6,6,1,17105,2837,FALSE,84749
516,1,1,.,1225,2837,FALSE,84750
517,2,2,.,1225,2837,FALSE,84750
518,3,3,.,1225,2837,FALSE,84750
519,4,4,.,1225,2837,FALSE,84750
520,5,5,.,1225,2837,FALSE,84750
521,6,6,.,1225,2837,FALSE,84750
522,1,1,1,17105,22096,FALSE,84751
523,2,2,1,17105,2837,FALSE,84751
524,3,3,4,17105,22096,TRUE,84751
525,4,4,.,17105,22096,FALSE,84751
526,5,5,1,17105,22096,FALSE,84751
527,6,6,1,17105,2837,FALSE,84751
528,1,1,1,1225,2837,FALSE,84752
529,2,2,1,1225,22096,FALSE,84752
530,3,3,.,1225,2837,FALSE,84752
531,4,4,.,1225,2837,FALSE,84752
532,5,5,1,1225,2837,FALSE,84752
533,6,6,.,1225,22096,FALSE,84752
534,1,1,.,17106,2837,FALSE,84753
535,2,2,.,17106,2837,FALSE,84753
536,3,3,.,17106,2837,FALSE,84753
537,4,4,4,17106,2837,TRUE,84753
538,5,5,1,17106,2837,FALSE,84753
539,6,6,.,17106,22096,FALSE,84753
540,1,1,.,1225,2837,FALSE,84754
541,2,2,1Lb,1225,2837,FALSE,84754
542,3,3,1,1225,22096,FALSE,84754
543,4,4,.,1225,2837,FALSE,84754
544,5,5,.,1225,2837,FALSE,84754
545,6,6,.,1225,2837,FALSE,84754
546,1,1,1,1227,22096,FALSE,84755
547,2,2,1,1227,2837,FALSE,84755
548,3,3,.,1227,22096,FALSE,84755
549,4,4,.,1227,22096,FALSE,84755
550,5,5,.,1227,22096,FALSE,84755
551,6,6,.,1227,22096,FALSE,84755
552,1,1,1,2854,2837,FALSE,84756
553,2,2,1,2854,22096,FALSE,84756
554,3,3,1,2854,2837,FALSE,84756
555,4,4,.,2854,22096,FALSE,84756
556,5,5,1,2854,22096,FALSE,84756
557,6,6,.,2854,2837,FALSE,84756
558,1,1,.,21107,22096,FALSE,84757
559,2,2,1,21107,22096,FALSE,84757
560,3,3,1,21107,2837,FALSE,84757
561,4,4,.,21107,22096,FALSE,84757
562,5,5,6,21107,22096,TRUE,84757
563,6,6,1,21107,22096,FALSE,84757
564,1,1,4,2854,22096,TRUE,84758
565,2,2,.,2854,22096,FALSE,84758
566,3,3,1,2854,22096,FALSE,84758
567,4,4,1,2854,2837,FALSE,84758
568,5,5,1,2854,22096,FALSE,84758
569,6,6,1,2854,2837,FALSE,84758
570,1,1,4,1227,2837,TRUE,84759
571,2,2,1,1227,2837,FALSE,84759
572,3,3,1Wd,1227,22096,FALSE,84759
573,3,4,W,1227,22096,FALSE,84759
574,4,5,.,1227,5592,FALSE,84759
575,5,6,W,1227,5592,FALSE,84759
576,6,7,.,1227,2828,FALSE,84759
577,1,1,1,21107,2837,FALSE,84760
578,2,2,.,21107,2828,FALSE,84760
579,3,3,.,21107,2828,FALSE,84760
580,4,4,1,21107,2828,FALSE,84760
581,5,5,1,21107,2837,FALSE,84760
582,6,6,1,21107,2828,FALSE,84760
583,1,1,W,1227,2828,FALSE,84761
584,2,2,1,1227,5590,FALSE,84761
585,3,3,1,1227,2837,FALSE,84761
586,4,4,.,1227,5590,FALSE,84761
587,5,5,.,1227,5590,FALSE,84761
588,6,6,.,1227,5590,FALSE,84761
589,1,1,1,21107,2837,FALSE,84762
590,2,2,1,21107,5590,FALSE,84762
591,3,3,4,21107,2837,TRUE,84762
592,4,4,W,21107,2837,FALSE,84762
593,5,5,W,21107,5591,FALSE,84762
594,1,1,1Wd,2861,5565,FALSE,84763
595,1,2,4,2861,5565,TRUE,84763
596,2,3,.,2861,5565,FALSE,84763
597,3,4,.,2861,5565,FALSE,84763
598,4,5,.,2861,5565,FALSE,84763
599,5,6,1,2861,5565,FALSE,84763
600,6,7,1Nb,2861,1915,FALSE,84763
601,6,8,2,2861,1915,FALSE,84763
602,1,1,.,1401,5565,FALSE,84764
603,2,2,.,1401,5565,FALSE,84764
604,3,3,4,1401,5565,TRUE,84764
605,4,4,.,1401,5565,FALSE,84764
606,5,5,.,1401,5565,FALSE,84764
607,6,6,.,1401,5565,FALSE,84764
608,1,1,.,2861,1915,FALSE,84765
609,2,2,.,2861,1915,FALSE,84765
610,3,3,.,2861,1915,FALSE,84765
611,4,4,.,2861,1915,FALSE,84765
612,5,5,.,2861,1915,FALSE,84765
613,6,6,4,2861,1915,TRUE,84765
614,1,1,4,1401,5565,TRUE,84766
615,2,2,2,1401,5565,FALSE,84766
616,3,3,.,1401,5565,FALSE,84766
617,4,4,.,1401,5565,FALSE,84766
618,5,5,.,1401,5565,FALSE,84766
619,6,6,.,1401,5565,FALSE,84766
620,1,1,.,2861,1915,FALSE,84767
621,2,2,W,2861,1915,FALSE,84767
622,3,3,.,2861,5410,FALSE,84767
623,4,4,.,2861,5410,FALSE,84767
624,5,5,.,2861,5410,FALSE,84767
625,6,6,.,2861,5410,FALSE,84767
626,1,1,.,1401,5565,FALSE,84768
627,2,2,.,1401,5565,FALSE,84768
628,3,3,1,1401,5565,FALSE,84768
629,4,4,.,1401,5410,FALSE,84768
630,5,5,.,1401,5410,FALSE,84768
631,6,6,.,1401,5410,FALSE,84768
